名稱,郵遞區號,地址,相對位置,營業時間,座標x,座標y,儲格數,櫃型,備註,付費方式
清華大學郵局ｉ郵箱,30000,新竹市東區光復路2段101號,大門右側,24小時,120.997209,24.795536,56,二代櫃,,郵政金融卡/悠遊卡/一卡通/愛金卡
湖口新工郵局ｉ郵箱,30300,新竹縣湖口鄉大勇路6號,自助服務區內,24小時,121.014613,24.870847,56,二代櫃,,郵政金融卡/悠遊卡/一卡通/愛金卡
湖口德盛郵局ｉ郵箱,30300,新竹縣湖口鄉成功路100號,郵局騎樓,24小時,121.043485,24.905311,56,二代櫃,,郵政金融卡/悠遊卡/一卡通/愛金卡
新埔郵局ｉ郵箱,30500,新竹縣新埔鎮中正路210號,騎樓,24小時,121.082743,24.827032,56,二代櫃,,郵政金融卡/悠遊卡/一卡通/愛金卡
中壢龍岡郵局ｉ郵箱,32000,桃園市中壢區龍岡路3段756號,郵局騎樓ATM區,24小時,121.243788,24.925626,56,二代櫃,,郵政金融卡/悠遊卡/一卡通/愛金卡
中壢自立郵局ｉ郵箱,32000,桃園市中壢區莊敬路856號,郵局騎樓左側,24小時,121.254209,24.963900,56,二代櫃,,郵政金融卡/悠遊卡/一卡通/愛金卡
新屋郵局ｉ郵箱,32700,桃園市新屋區中山路279號,自助服務區內,24小時,121.104474,24.972694,56,二代櫃,,郵政金融卡/悠遊卡/一卡通/愛金卡
觀音新坡郵局ｉ郵箱,32800,桃園市觀音區新華路2段596號,自助服務區內,24小時,121.137331,25.011283,56,二代櫃,,郵政金融卡/悠遊卡/一卡通/愛金卡
觀音草漯郵局ｉ郵箱,32800,桃園市觀音區大觀路2段32-1號,自助服務區內,24小時,121.143637,25.048154,56,二代櫃,,郵政金融卡/悠遊卡/一卡通/愛金卡
基隆悠活台北村社區ｉ郵箱,20200,基隆市中正區調和街266巷3號,收發管理室大門右側,24小時,121.798710,25.127830,27,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
基隆長庚情人湖分院ｉ郵箱,20400,基隆市安樂區基金一路208巷200號,收發管理室大門左側,24小時,121.707790,25.147650,60,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
汐止火車站ｉ郵箱,22100,新北市汐止區信義路1號,東出口2樓電扶梯口靠牆處,04:50-01:00,121.662199,25.068818,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
汐科火車站(1)ｉ郵箱,22100,新北市汐止區大同里大同路2段182號(北站),北站設於面售票處左邊靠牆處,05:00-00:50,121.652737,25.064168,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
汐止世貿名人廣場ｉ郵箱,22100,新北市汐止區大同路2段238號,警衛室旁,24小時,121.654120,25.065510,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
基隆安瀾橋郵局ｉ郵箱,20200,基隆市中正區中正路330號,大門左側,24小時,121.761035,25.142837,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
湖口火車站ｉ郵箱,30300,新竹縣湖口鄉中山路2段121號,東站1樓商店與消防栓之間樓梯旁,04:30-00:30,121.044125,24.903086,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
新竹雲智匯商業大樓ｉ郵箱,30000,新竹市東區慈雲路118號,大廳內側牆壁,24小時,121.012510,24.791500,60,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
新竹南勢郵局ｉ郵箱,30000,新竹市北區竹光路500號,大門左側ATM區,24小時,120.951040,24.805660,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
新竹火車站ｉ郵箱,30000,新竹市東區中華路2段445號,售票口右側牆面(左櫃),06:00-24:00,120.971502,24.801501,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
彰化光復路郵局ｉ郵箱,50000,彰化縣彰化市和平路55號,大門右側,24小時,120.540103,24.079944,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
員林火車站ｉ郵箱,51000,彰化縣員林市民權街55號,車站大門入口左側走廊,06:00-24:00,120.569939,23.959223,60,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
田中火車站ｉ郵箱,52000,彰化縣田中鎮中州路1段1號,車站一樓入口樓梯左側牆面,06:00-24:00,120.591261,23.858394,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
嘉義輔仁中學ｉ郵箱,60000,嘉義市東區吳鳳南路270號,校門口警衛室右側,24小時,120.457181,23.460630,27,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
後壁安溪寮郵局ｉ郵箱,73100,臺南市後壁區福安里下寮102-16號,入口左側,24小時,120.354287,23.330922,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
柳營郵局ｉ郵箱,73600,臺南市柳營區柳營路1段745號,入口左側,24小時,120.313089,23.274022,27,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
大內郵局ｉ郵箱,74200,臺南市大內區大內里7-2號,入口左側,24小時,120.360370,23.118670,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
太平宜欣郵局(1)ｉ郵箱,41100,臺中市太平區中山路4段27號,ATM自助服務區內,24小時,120.712555,24.149816,33,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
沙鹿郵局ｉ郵箱,43300,臺中市沙鹿區中山路341號,ATM自助服務區內,24小時,120.559883,24.239281,20,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
靜宜大學郵局ｉ郵箱,43300,臺中市沙鹿區台灣大道7段200號,郵局大門左側,07:00-22:00,120.579901,24.228263,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
北屯泓利大樓ｉ郵箱,40600,臺中市北屯區中平路1151號,大門右側,24小時,120.659049,24.191052,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺中金典綠園道商場ｉ郵箱,40300,臺中市西區健行路1049號,大門右側電梯前方,24小時,120.663200,24.155440,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺中鄉林凱撒社區ｉ郵箱,40200,臺中市南區忠明南路821-8號,社區中庭,24小時,120.661910,24.122990,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺中統健大樓ｉ郵箱,40800,臺中市南屯區五權西路2段666號,1樓電梯右側,24小時,120.639420,24.141882,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺中港郵局2ｉ郵箱,43500,臺中市梧棲區四維路129號,ATM自助區大門右側,24小時,120.537132,24.262296,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
北屯親家大鵬社區ｉ郵箱,40600,臺中市北屯區中清路2段415巷86號,大門右側,24小時,120.665510,24.179267,47,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺中鼎盛BHW大樓ｉ郵箱,40700,臺中市西屯區市政北二路236號,車道口旁邊,24小時,120.637707,24.163583,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
烏日凱撒生活園邸ｉ郵箱,41400,臺中市烏日區中山路1段2-20號,社區大樓入口處,24小時,120.644180,24.111040,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺中廣三大時代ｉ郵箱,40200,臺中市南區工學一街179巷8號,E棟管理室下方空間(1樓),24小時,120.665110,24.116070,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
鹿港郵局ｉ郵箱,50500,彰化縣鹿港鎮成功路1號,郵局騎樓右側,24小時,120.432488,24.055563,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
和美道周郵局ｉ郵箱,50800,彰化縣和美鎮山犁里道周路458、460號,郵局騎樓左側,24小時,120.494574,24.108943,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
鹿港彰濱郵局ｉ郵箱,50500,彰化縣鹿港鎮鹿草路1段449號,ATM服務區,24小時,120.436098,24.065564,20,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
大村郵局ｉ郵箱,51500,彰化縣大村鄉大溪路2號,ATM旁,24小時,120.544820,23.994093,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
芬園郵局ｉ郵箱,50200,彰化縣芬園鄉芬草路2段225號,ATM服務區,24小時,120.630581,24.013553,20,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
花壇郵局ｉ郵箱,50300,彰化縣花壇鄉中正路316號,大門右側,24小時,120.538718,24.025659,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
員林中正路郵局ｉ郵箱,51000,彰化縣員林市中正路457號,大門右側,24小時,120.572254,23.958539,27,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺中向上郵局ｉ郵箱,40800,臺中市南屯區向上路2段199號,ATM自助服務區,24小時,120.641336,24.146808,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺中中科郵局ｉ郵箱,42800,臺中市大雅區中科路6號,ATM自助服務區,24小時,120.618647,24.209141,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
潭子潭北郵局ｉ郵箱,42700,臺中市潭子區潭子街3段55號,ATM自助服務區,24小時,120.706465,24.214581,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺中中正路郵局ｉ郵箱,40300,臺中市西區臺灣大道1段701號,大門右側,24小時,120.673982,24.147593,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺中市政府惠中樓ｉ郵箱,40700,臺中市西屯區臺灣大道3段99號,惠中樓郵局工作站,07:00～21:00,120.645852,24.162371,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺中福安郵局ｉ郵箱,40700,臺中市西屯區福順路318號,大門入口右側,24小時,120.618610,24.183438,50,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺中工業區郵局ｉ郵箱,40700,臺中市西屯區工業區六路10號,ATM服務區,24小時,120.606564,24.169550,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
太平樂安宮ｉ郵箱,41100,臺中市太平區育才路2-1號,廟門右側經書櫃旁,24小時,120.724097,24.155755,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
家樂福臺中文心店ｉ郵箱,40800,臺中市南屯區文心路1段521號,大門右側,24小時,120.646389,24.154291,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
家樂福豐原店ｉ郵箱,42000,臺中市豐原區成功路500號,側門入口處左側,24小時,120.705940,24.251850,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺中未來之翼社區ｉ郵箱,40200,臺中市南區東興路1段16號,社區大門左側，便利商店旁,24小時,120.657820,24.118270,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺中城市經典社區ｉ郵箱,40300,臺中市西區三民路1段50巷8號,社區大廳信箱旁,24小時,120.667750,24.130120,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺中理想貴族社區ｉ郵箱,40800,臺中市南屯區東興西街9-8號,社區中庭走到底，面對正門左側,24小時,120.651640,24.138520,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺中傑廣國際金融中心ｉ郵箱,40700,臺中市西屯區文心路3段241號,大廳右側牆面,24小時,120.662986,24.172721,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺中慈濟醫院感恩樓ｉ郵箱,42700,臺中市潭子區豐興路1段88號,感恩樓大廳右側牆面,24小時,120.723050,24.195225,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
苓雅郵局ｉ郵箱,80200,高雄市苓雅區成功一路134號,大門右側,24小時,120.297693,22.614715,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
鳳山五甲郵局ｉ郵箱,83000,高雄市鳳山區五甲三路45號,自助服務區,24小時,120.327220,22.592568,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
左營郵局ｉ郵箱,81300,高雄市左營區實踐路43號,自助服務區內,24小時,120.293507,22.690287,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
林口中正路郵局ｉ郵箱,24400,新北市林口區中山路97巷10號2樓,郵局大門右側,24小時,121.389236,25.078349,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
三重重陽國小ｉ郵箱,24100,新北市三重區中正北路113號,校門右側,24小時,121.484009,25.066518,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
三重興華市民活動中心ｉ郵箱,24100,新北市三重區中華路5號,興華閱覽室對面坡道前,24小時,121.483403,25.060208,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
林口選手村A區A4棟ｉ郵箱,24400,新北市林口區仁愛路2段498號A區A4棟,一樓兒童遊樂設施旁,24小時,121.376204,25.076346,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
林口選手村D區L棟ｉ郵箱,24400,新北市林口區文化一路1段140號D區L棟,管理中心門口,24小時,121.377203,25.072926,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
新竹牛埔郵局ｉ郵箱,30000,新竹市香山區牛埔南路42號,ATM左側,24小時,120.941900,24.794490,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
新竹南寮郵局ｉ郵箱,30000,新竹市北區西濱路1段480號,ATM對面,24小時,120.933613,24.841662,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
竹東二重埔郵局ｉ郵箱,31000,新竹縣竹東鎮中興路3段97號,ATM左側,24小時,121.056800,24.766490,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
彰化西門郵局ｉ郵箱,50000,彰化縣彰化市中華路369號,ATM左側,24小時,120.535845,24.075959,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
和美中寮郵局ｉ郵箱,50800,彰化縣和美鎮彰新路3段123、125號,ATM左側,24小時,120.530455,24.106466,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
秀水郵局ｉ郵箱,50400,彰化縣秀水鄉彰水路2段583號,大門右側,24小時,120.496284,24.030886,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
埔心郵局ｉ郵箱,51300,彰化縣埔心鄉忠義北路70號,大門左側,24小時,120.543180,23.954183,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
員林三橋郵局ｉ郵箱,51000,彰化縣員林市大同路2段137號,大門右側,24小時,120.575857,23.968911,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
田中郵局ｉ郵箱,52000,彰化縣田中鎮員集路2段305號,大門右側,24小時,120.585918,23.856958,50,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
彰化市立圖書館ｉ郵箱,50000,彰化縣彰化市卦山路4號,大門左側,24小時,120.545815,24.078192,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
嘉義忠孝郵局ｉ郵箱,60000,嘉義市東區民權路208-2號,大門左側,24小時,120.445594,23.481751,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
嘉義福全郵局ｉ郵箱,60000,嘉義市西區北港路55號,大門左側,24小時,120.435240,23.476981,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
嘉義東門郵局ｉ郵箱,60000,嘉義市東區中正路141號,大門左側,24小時,120.456013,23.479470,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
豐原金玉堂田心店ｉ郵箱,42000,臺中市豐原區田心路2段157號,大門右側騎樓,24小時,120.720637,24.240493,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺中教育大學迎曦樓ｉ郵箱,40300,臺中市西區五權路59號,美食廣場門外右側,24小時,120.670651,24.144955,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
鳳山新富郵局ｉ郵箱,83000,高雄市鳳山區新富路391號,大門右側,24小時,120.348660,22.616290,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
鳳山三民路郵局ｉ郵箱,83000,高雄市鳳山區三民路289號,郵局側門內,24小時,120.357958,22.625609,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
鳳山鎮北郵局ｉ郵箱,83000,高雄市鳳山區經武路166、168號,大門左側,24小時,120.364179,22.635955,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
岡山本洲產業園區ｉ郵箱,82000,高雄市岡山區本工路17號,服務中心入口左側,24小時,120.272190,22.812634,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
高雄站後郵局ｉ郵箱,80700,高雄市三民區博愛一路28號,郵局ATM對面,24小時,120.303103,22.642182,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
鳳山T恤手造館ｉ郵箱,83000,高雄市鳳山區文龍東路33號,大門左側,24小時,120.373690,22.641210,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
苓雅衛武里社區關懷點ｉ郵箱,80200,高雄市苓雅區尚勇路17號,門口右側,24小時,120.343138,22.627342,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
高雄大遠百ｉ郵箱,80200,高雄市苓雅區三多四路21號,三多商圈捷運站1號出口旁,24小時,120.304160,22.612970,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺南金玉堂海佃店ｉ郵箱,70900,臺南市安南區海佃路1段361號,大門左側,24小時,120.190734,23.027342,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
永康長億城社區ｉ郵箱,71000,臺南市永康區大橋一街49號,D棟與E棟通道,24小時,120.224250,23.016380,50,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺南文創園區ｉ郵箱,70100,臺南市東區北門路2段16號,園區右側公共藝術擺設處入口房舍,24小時,120.212939,22.998861,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺南EVO大樓ｉ郵箱,70200,臺南市南區萬年七街169號,大廳閱覽室(社區專用),24小時,120.189570,22.930034,50,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
崑山科大圖書館ｉ郵箱,71000,臺南市永康區崑大路195號,圖書館1樓後方轉角處,24小時,120.252626,22.995433,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺南德光里活動中心ｉ郵箱,70100,臺南市東區崇德路111號,活動中心停車場,24小時,120.167278,22.980518,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
桃園茄苳郵局ｉ郵箱,33000,桃園市桃園區龍安街12號,正門左側,24小時,121.281868,24.987482,82,二代櫃,,郵政金融卡/悠遊卡/一卡通/愛金卡
龜山郵局ｉ郵箱,33300,桃園市龜山區豐美街2-1號,正門右側,24小時,121.334502,24.993157,56,二代櫃,,郵政金融卡/悠遊卡/一卡通/愛金卡
龜山文化郵局ｉ郵箱,33300,桃園市龜山區文昌一街102號,郵局右側信箱區,24小時,121.369893,25.057346,56,二代櫃,,郵政金融卡/悠遊卡/一卡通/愛金卡
八德大湳郵局ｉ郵箱,33400,桃園市八德區介壽路1段842號,自助服務區內,24小時,121.299719,24.961141,56,二代櫃,,郵政金融卡/悠遊卡/一卡通/愛金卡
八德郵局ｉ郵箱,33400,桃園市八德區建國路18號,郵局正門走道,24小時,121.284865,24.931079,56,二代櫃,,郵政金融卡/悠遊卡/一卡通/愛金卡
蘆竹郵局ｉ郵箱,33800,桃園市蘆竹區南山路1段105號,郵局ATM旁,24小時,121.290885,25.054370,56,二代櫃,,郵政金融卡/悠遊卡/一卡通/愛金卡
中國醫藥大學ｉ郵箱,40400,臺中市北區學士路91號,校內互助大樓,24小時,120.679434,24.156049,56,二代櫃,,郵政金融卡/悠遊卡/一卡通/愛金卡
萬華青年社宅ｉ郵箱,10800,臺北市萬華區青年路188號,住宅大門左側走廊,24小時,121.503660,25.020087,47,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
內湖長虹新世紀ｉ郵箱,11400,臺北市內湖區洲子街55號,服務台右側(內部專用),24小時,121.573539,25.079311,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
馬公中正路郵局(1)ｉ郵箱,88000,澎湖縣馬公市中正路70號,郵局左側自助服務區,24小時,119.565642,23.567067,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
馬公中正路郵局(2)ｉ郵箱,88000,澎湖縣馬公市中正路70號,郵局左側自助服務區,24小時,119.565642,23.567067,20,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺北火車站(1)ｉ郵箱,10000,臺北市中正區北平西路3號(1樓東南方),台北火車站郵局前方,04:30-01:00,121.517550,25.047212,27,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺北火車站(2)ｉ郵箱,10000,臺北市中正區北平西路3號(1樓東南方),台北火車站郵局前方,04:30-01:00,121.517550,25.047212,33,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺北永春郵局ｉ郵箱,11000,臺北市信義區忠孝東路5段466號,局屋內,24小時,121.576702,25.040682,47,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
板橋火車站ｉ郵箱,22000,新北市板橋區縣民大道2段7號,車站1樓近東1門出口牆面,04:20-00:10,121.463822,25.014787,47,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
樹林火車站ｉ郵箱,23800,新北市樹林區樹北里鎮前街112號,前站(鎮前街)出口樓梯下方,04:50-24:00,121.424828,24.991295,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
礁溪四城郵局2ｉ郵箱,26200,宜蘭縣礁溪鄉站前路19號,ATM右側,24小時,121.727892,24.693158,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
員山郵局ｉ郵箱,26400,宜蘭縣員山鄉員山路1段299號,大門右側,24小時,121.724490,24.744109,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
頭份郵局ｉ郵箱,35100,苗栗縣頭份市和平路102號,郵局左側車道旁梯廳,24小時,120.906027,24.685971,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
頭份昌隆廣場上好社區ｉ郵箱,35100,苗栗縣頭份市昌隆一街31.33號,超商門口左側,24小時,120.897806,24.687329,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
草屯鎮農會富寮分部ｉ郵箱,54200,南投縣草屯鎮富頂路1段77號,4大門左側,24小時,120.70007,223.97832,20,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
斗六火車站(1)ｉ郵箱,64000,雲林縣斗六市信義里民生路187號(前站),前站東出口處(民生路),06:00-24:00,120.541349,23.711605,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
斗六火車站(2)ｉ郵箱,64000,雲林縣斗六市信義里民生路187號(後站),後站西出口左側牆面(武昌路),06:00-24:00,120.540920,23.712233,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
永康郵局2ｉ郵箱,71000,臺南市永康區中山路78號,入口右側,24小時,120.256796,23.028061,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺南第二監獄ｉ郵箱,73400,臺南市六甲區曾文街161號,會客室入口左側,24小時,120.371882,23.237709,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
屏東火車站(1)ｉ郵箱,90000,屏東縣屏東市公勇路62號(南1門),南1門入口左側牆面,06:00-24:00,120.486835,22.668873,27,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
屏東火車站(2)ｉ郵箱,90000,屏東縣屏東市公勇路62號(南1門),南1門入口左側牆面,06:00-24:00,120.486835,22.668873,27,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
恆春墾丁郵局ｉ郵箱,94600,屏東縣恆春鎮墾丁路2號,ATM右側,24小時,120.807362,21.940226,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
岡山火車站(1)ｉ郵箱,82000,高雄市岡山區岡燕路111號,大廳右側牆面(超商左側),06:00-24:00,120.299973,22.792395,27,三代櫃,(停止營運)(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
岡山火車站(2)ｉ郵箱,82000,高雄市岡山區岡燕路111號,大廳右側牆面(超商左側),06:00-24:00,120.299973,22.792395,20,三代櫃,(停止營運)(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
前鎮遠東ABC大樓ｉ郵箱,80600,高雄市前鎮區擴建路1-16號,B棟廠區入口左側,24小時,120.302394,22.589705,27,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
新竹郵務大樓ｉ郵箱,30000,新竹市北區武昌街81號,郵局ATM右側,24小時,120.967047,24.802900,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
捷運北門站ｉ郵箱,10300,臺北市大同區塔城街10號B1(近2號出口),北門(Y區)置物櫃位置,06:00〜24:00,121.510573,25.049931,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
朴子祥和郵局ｉ郵箱,61300,嘉義縣朴子市祥和二路西段6號,ATM旁,24小時,120.289710,23.458236,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
朴子郵局ｉ郵箱,61300,嘉義縣朴子市光復路46號,正門右側,24小時,120.246309,23.466317,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
民雄雙福郵局ｉ郵箱,62100,嘉義縣民雄鄉中山路7號,正門右側,24小時,120.447438,23.523499,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
捷運西門站ｉ郵箱,10000,臺北市中正區寶慶路32-1號B1(近2號出口),二號出口置物櫃旁(BL06-BS2-01廣告牆旁),06:00〜24:00,121.508402,25.041695,40,三代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
